MSSubClass,LotArea,OverallCond,YearBuilt,FullBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageCars,SalePrice
160,2628,5,2003,2,2,1,0,2,175500
60,12393,5,2004,2,4,1,1,2,195000
20,13072,5,2005,1,3,1,0,2,142500
20,9037,5,2006,2,2,1,1,2,265900
60,8158,5,2003,2,3,1,0,2,224900
20,9849,6,2007,2,3,1,0,3,248328
85,10625,6,1974,2,3,1,2,2,170000
20,13891,5,2006,2,2,1,1,3,465000
70,11435,7,1929,1,3,1,2,2,230000
80,12090,7,1984,3,3,1,1,2,178000
60,8125,5,2005,2,3,1,0,2,186500
80,12328,5,1976,1,3,1,0,3,169900
75,9600,5,1917,1,3,1,1,2,129500
20,7200,7,1950,1,3,1,0,1,119000
20,11160,5,1968,2,3,1,2,2,244000
120,3136,5,2003,2,2,1,1,2,171750
60,17542,7,1974,2,3,1,2,2,294000
60,6931,5,2003,2,3,1,1,2,165400
50,6240,6,1931,1,3,1,1,1,127500
20,14303,5,1994,2,2,1,1,2,301500
30,4060,8,1922,1,2,1,0,0,99900
80,9587,5,2005,2,2,1,0,2,190000
20,9750,8,1969,1,3,1,0,2,151000
60,24682,5,1999,2,3,1,1,2,181000
20,9600,6,1956,1,2,1,0,1,128900
50,11250,5,1957,1,5,1,2,1,161500
70,13515,6,1919,1,3,1,1,2,180500
120,4060,5,1998,2,2,1,0,2,181000
160,3735,5,1999,2,3,1,0,2,183900
190,10120,4,1910,1,4,2,1,1,122000
20,13214,5,2008,2,3,1,1,3,378500
50,14100,9,1935,3,4,1,2,3,381000
50,11344,5,1958,1,3,1,0,1,144000
40,23595,6,1979,0,0,1,1,2,260000
20,9156,7,1968,2,3,1,1,2,185750
20,13526,6,1965,1,3,1,0,1,137000
80,11512,7,1959,1,2,1,1,1,177000
50,5362,6,1910,2,3,1,1,2,139000
90,11345,5,1948,2,4,2,0,2,137000
60,12936,6,1972,1,3,1,1,2,162000
80,17871,5,1967,1,3,1,1,2,197900
60,9473,5,2002,2,3,1,1,2,237000
50,7500,4,1920,1,2,1,0,2,68400
20,9808,5,2002,2,3,1,0,2,227000
20,8049,5,1990,2,2,1,1,2,180000
20,8800,7,1977,2,3,1,0,2,150500
90,9400,5,1971,2,4,2,0,0,139000
50,9638,7,1919,2,4,1,1,1,169000
50,6000,6,1939,1,4,1,1,1,132500
20,9790,5,1963,1,3,1,2,2,143000
20,36500,5,1964,2,4,1,0,2,190000
120,5664,5,2000,2,2,1,1,2,278000
60,11065,5,2006,2,3,1,1,3,281000
80,14112,7,1964,1,3,1,1,2,180500
160,1680,7,1972,2,3,1,0,1,119500
70,6600,4,1892,2,4,2,0,1,107500
60,10140,5,1976,2,4,1,1,2,162900
20,8172,7,1955,1,2,1,0,2,115000
20,8400,5,1968,1,3,1,0,1,138500
20,8700,6,1963,2,3,1,0,2,155000
180,3675,5,2005,2,2,1,0,2,140000
60,63887,5,2008,2,3,1,3,2,160000
20,7500,7,1959,1,3,1,0,1,154000
60,10762,5,1999,2,3,1,1,2,225000
70,7500,7,1942,1,3,1,2,1,177500
60,10120,5,1994,2,4,1,1,3,290000
20,8688,5,2005,2,3,1,0,3,232000
160,3363,5,2004,2,3,1,0,2,130000
20,13173,5,2006,2,2,1,2,2,325000
120,6955,5,2005,2,2,1,1,2,202500
20,8072,5,1994,1,3,1,0,2,138000
20,12000,7,1948,1,2,1,0,2,147000
20,7153,5,1991,2,3,1,0,2,179200
20,17500,8,1959,2,3,1,2,2,335000
20,8814,5,2005,2,3,1,0,2,203000
60,9572,5,1990,2,4,1,1,2,302000
60,14774,5,1999,2,4,1,1,3,333168
20,8190,6,1954,1,3,1,1,1,119000
60,11075,5,1969,2,4,1,2,2,206900
20,10226,5,2008,2,3,1,1,3,295493
120,4230,5,2006,2,2,1,1,2,208900
20,14781,5,2001,2,3,1,1,3,275000
20,10215,5,1954,1,3,1,0,1,111000
20,8400,3,1957,1,3,1,2,2,156500
20,6627,6,1949,1,2,1,0,1,72500
60,10186,5,1992,2,3,1,1,2,190000
30,5330,7,1940,1,2,1,0,0,82500
20,9986,5,2006,2,2,1,1,3,147000
30,3636,4,1922,1,2,1,0,0,55000
30,4270,6,1931,1,3,1,0,0,79000
20,6600,9,1982,1,3,1,1,1,130500
60,9084,5,1998,2,3,1,1,2,176500
20,10000,5,2006,2,3,1,1,3,227000
80,10780,5,1976,1,3,1,0,2,132500
20,8877,6,1938,1,2,1,1,1,100000
50,7200,6,1938,1,2,1,0,1,125500
160,2368,6,1970,1,3,1,0,2,125000
20,9650,5,1977,2,2,1,1,2,167900
90,9246,5,1973,2,4,2,0,2,135000
30,4118,4,1941,1,2,1,0,0,52500
60,13450,5,2002,2,3,1,0,2,200000
20,9560,7,1972,1,3,1,0,1,128500
20,8294,5,1971,1,3,1,0,4,123000
20,13695,5,2003,1,3,1,0,2,155000
60,9375,5,2002,2,3,1,1,2,228500
50,7558,6,1928,1,3,1,1,2,177000
60,11103,5,2006,2,3,1,1,2,155835
30,6000,4,1920,1,2,1,0,1,108500
20,20781,7,1968,2,3,1,1,2,262500
20,15306,5,2006,2,3,1,1,3,283463
20,16196,5,1998,2,3,1,1,2,215000
70,5250,5,1872,2,4,1,0,0,122000
90,11643,5,1969,2,6,2,0,4,200000
60,9247,6,1962,1,4,1,1,2,171000
50,6000,9,1937,1,2,1,0,2,134900
50,14720,5,1995,2,4,1,1,3,410000
60,10316,5,2000,2,3,1,1,3,235000
80,10192,6,1968,3,4,1,1,2,170000
20,9477,5,1966,1,3,1,0,1,110000
20,12537,6,1971,1,3,1,1,2,149900
160,2117,5,2000,2,3,1,0,2,177500
20,16737,5,2004,2,3,1,1,3,315000
70,9842,6,1921,3,4,1,0,2,189000
20,16158,5,2005,2,3,1,1,2,260000
50,12513,4,1920,2,4,1,1,1,104900
60,8499,5,2006,2,3,1,1,2,156932
160,3180,5,2005,2,2,1,0,2,144152
60,7500,5,2000,2,3,1,0,2,216000
60,9179,5,1999,2,3,1,0,2,193000
160,2665,6,1977,2,4,1,1,1,127000
120,4435,5,2003,1,1,1,0,2,144000
20,10635,5,2003,2,3,1,1,2,232000
50,5400,6,1920,1,2,1,0,1,105000
80,9600,6,1955,1,3,1,1,1,165500
60,9750,6,1998,2,3,1,1,2,274300
20,11400,5,2001,2,2,1,2,3,466500
60,10625,5,2005,2,3,1,1,3,250000
20,10991,5,2007,2,3,1,1,3,239000
30,6292,5,1930,1,2,1,0,1,91000
50,10998,5,1941,2,3,1,0,2,117000
160,1953,5,1973,1,2,1,0,1,83000
30,8212,3,1914,1,2,1,0,1,58500
20,12925,7,1970,2,4,1,2,2,237500
70,7200,7,1920,1,4,1,0,2,157000
30,25339,7,1918,2,3,1,0,2,112000
50,9060,5,1939,1,2,1,0,1,105000
50,5436,8,1922,1,3,1,0,1,125500
60,16692,5,1978,3,5,1,2,2,250000
50,8520,7,1916,2,5,1,1,1,136000
20,14892,5,2006,2,3,1,2,3,377500
50,6000,6,1941,1,3,1,1,2,131000
20,9100,5,2000,2,3,1,0,2,235000
90,8944,5,1967,2,4,2,0,3,124000
85,7838,5,1967,1,3,1,1,1,123000
190,10800,7,1905,2,3,2,1,2,163000
120,4045,5,2006,2,2,1,1,3,246578
60,12665,5,2005,2,4,1,1,3,281213
20,57200,5,1948,1,3,1,2,2,160000
70,6120,8,1920,1,4,1,0,1,137500
50,7200,4,1950,1,3,1,0,1,138000
50,6171,6,1925,2,3,1,1,1,137450
50,6000,7,1929,1,3,1,1,1,120000
60,7415,5,2004,2,3,1,1,2,193000
20,6762,5,2006,2,2,1,1,2,193879
20,15256,5,2007,2,3,1,0,3,282922
50,10410,4,1915,1,3,1,0,3,105000
120,3842,5,2004,2,2,1,1,2,275000
85,8445,7,1972,1,2,1,0,2,133000
20,8780,5,1985,1,3,1,0,0,112000
70,7740,7,1910,1,3,1,0,2,125500
60,20544,6,1986,2,3,1,1,2,215000
60,12420,5,2001,2,3,1,0,2,230000
50,9600,8,1950,1,3,1,0,1,140000
90,7200,5,1949,2,2,2,0,2,90000
20,10994,5,2005,2,2,1,1,2,257000
50,13053,7,1923,1,4,1,1,2,207000
120,3635,5,2007,2,1,1,1,3,175900
190,11340,6,1885,2,4,2,0,2,122500
60,16545,5,1998,2,3,1,1,3,340000
20,9204,5,1963,1,3,1,0,1,124000
20,16381,5,1969,2,3,1,1,2,223000
60,11700,6,1968,2,3,1,1,2,179900
120,4043,5,1977,2,2,1,1,2,127500
120,4435,5,2003,1,1,1,0,2,136500
80,19690,7,1966,2,4,1,1,2,274970
20,9503,5,1958,1,2,1,1,1,144000
20,10721,6,1959,1,3,1,0,2,142000
60,10944,5,1994,2,3,1,2,2,271000
50,10930,6,1945,1,3,1,1,1,140000
30,7200,7,1940,1,2,1,2,1,119000
20,12546,7,1981,2,3,1,1,2,182900
60,21930,5,2005,2,4,1,1,2,192140
120,4928,6,1976,2,2,1,0,2,143750
30,10800,6,1927,2,4,1,0,1,64500
60,10261,5,2000,2,3,1,1,2,186500
20,17400,5,1977,2,3,1,1,2,160000
20,8400,9,1962,1,3,1,1,2,174000
20,9000,6,1971,1,3,1,0,2,120500
20,12444,5,2008,2,2,1,1,3,394617
20,7407,7,1957,1,2,1,0,2,149700
60,11584,6,1979,2,3,1,1,2,197000
70,11526,7,1922,2,3,1,1,2,191000
120,4426,5,2004,1,1,1,1,2,149300
60,11003,5,2008,2,3,1,1,3,310000
30,8854,6,1916,1,2,1,1,1,121000
20,8500,5,2004,2,3,1,0,2,179600
85,8400,5,1966,1,3,1,0,1,129000
20,26142,7,1962,1,3,1,0,1,157900
60,10000,5,1995,2,3,1,1,2,240000
50,11767,7,1910,1,2,1,0,1,112000
180,1533,7,1970,1,1,1,0,0,92000
90,9000,5,1974,2,4,2,0,0,136000
20,9262,5,2008,2,3,1,1,3,287090
180,3675,5,2005,1,2,1,0,2,145000
20,17217,5,2006,1,3,1,0,0,84500
20,7500,5,2004,2,2,1,0,2,185000
60,7917,5,1999,2,3,1,1,2,175000
20,13175,6,1978,2,3,1,2,2,210000
20,9717,6,1950,1,2,1,0,1,142125
20,9937,6,1965,1,3,1,0,1,147500
